user_id,month,total_income,total_expenses,savings,savings_ratio,debt_ratio,expense_ratio,predicted_financial_health
user_192,2024-01,154136.74,99476.05,54660.7,0.355,6.68,0.645,Needs Improvement
user_192,2024-02,138107.55,96782.12,41325.44,0.299,6.565,0.701,Needs Improvement
user_192,2024-03,154777.2,97300.6,57476.61,0.371,6.244,0.629,Needs Improvement
user_192,2024-04,150271.62,95561.75,54709.87,0.364,6.774,0.636,Needs Improvement
user_192,2024-05,155670.25,78963.4,76706.85,0.493,6.8,0.507,Needs Improvement
user_192,2024-06,158897.94,103854.84,55043.1,0.346,6.714,0.654,Needs Improvement
user_192,2024-07,142525.86,91000.66,51525.21,0.362,7.023,0.638,Needs Improvement
user_192,2024-08,155694.19,99421.36,56272.83,0.361,6.126,0.639,Needs Improvement
user_192,2024-09,135310.86,94871.67,40439.19,0.299,6.752,0.701,Needs Improvement
user_192,2024-10,153748.14,87936.21,65811.93,0.428,6.212,0.572,Needs Improvement
user_192,2024-11,137130.43,79729.81,57400.62,0.419,6.045,0.581,Needs Improvement
user_192,2024-12,134937.7,96462.73,38474.97,0.285,6.278,0.715,Needs Improvement
user_86,2024-01,151232.6,85183.54,66049.06,0.437,31.748,0.563,Needs Improvement
user_86,2024-02,127525.93,94334.57,33191.36,0.26,28.915,0.74,Needs Improvement
user_86,2024-03,149451.56,101503.86,47947.7,0.321,28.613,0.679,Needs Improvement
user_86,2024-04,133289.94,86247.54,47042.4,0.353,32.161,0.647,Needs Improvement
user_86,2024-05,150524.97,100565.07,49959.9,0.332,32.766,0.668,Needs Improvement
user_86,2024-06,133894.91,85731.3,48163.6,0.36,33.979,0.64,Needs Improvement
user_86,2024-07,140594.85,99173.21,41421.65,0.295,30.804,0.705,Needs Improvement
user_86,2024-08,142743.21,111652.53,31090.68,0.218,31.41,0.782,Needs Improvement
user_86,2024-09,142770.38,100328.2,42442.18,0.297,31.916,0.703,Needs Improvement
user_86,2024-10,129926.5,107106.85,22819.65,0.176,33.133,0.824,Needs Improvement
user_86,2024-11,127888.41,87241.75,40646.66,0.318,33.056,0.682,Needs Improvement
user_86,2024-12,148153.86,112027.65,36126.21,0.244,28.022,0.756,Needs Improvement
user_162,2024-01,146281.28,115310.23,30971.04,0.212,10.234,0.788,Needs Improvement
user_162,2024-02,152741.42,139491.16,13250.26,0.087,11.944,0.913,Needs Improvement
user_162,2024-03,157943.13,127219.21,30723.92,0.195,10.071,0.805,Needs Improvement
user_162,2024-04,166418.91,139365.25,27053.66,0.163,10.333,0.837,Needs Improvement
user_162,2024-05,169817.03,111371.38,58445.64,0.344,10.938,0.656,Needs Improvement
user_162,2024-06,152554.16,127116.44,25437.73,0.167,10.265,0.833,Needs Improvement
user_162,2024-07,146654.38,134748.87,11905.51,0.081,11.135,0.919,Needs Improvement
user_162,2024-08,143647.36,129326.88,14320.48,0.1,11.456,0.9,Needs Improvement
user_162,2024-09,145590.85,111637.04,33953.81,0.233,11.588,0.767,Needs Improvement
user_162,2024-10,157025.38,139044.3,17981.08,0.115,11.858,0.885,Needs Improvement
user_162,2024-11,164991.44,122811.7,42179.74,0.256,10.018,0.744,Needs Improvement
user_162,2024-12,144701.88,124338.23,20363.65,0.141,11.534,0.859,Needs Improvement
user_37,2024-01,234431.0,142511.23,91919.77,0.392,27.429,0.608,Good
user_37,2024-02,259658.44,172310.28,87348.15,0.336,23.146,0.664,Good
user_37,2024-03,231963.31,147205.54,84757.77,0.365,23.96,0.635,Good
user_37,2024-04,249632.92,152428.87,97204.05,0.389,25.321,0.611,Good
user_37,2024-05,230532.83,167187.29,63345.54,0.275,27.837,0.725,Good
user_37,2024-06,241810.05,184125.39,57684.66,0.239,24.913,0.761,Good
user_37,2024-07,230812.43,182926.76,47885.66,0.207,24.153,0.793,Good
user_37,2024-08,237362.25,181917.5,55444.75,0.234,27.207,0.766,Good
user_37,2024-09,258281.56,188274.32,70007.24,0.271,27.708,0.729,Good
user_37,2024-10,253127.95,141885.9,111242.06,0.439,25.411,0.561,Good
user_37,2024-11,224634.92,164139.51,60495.41,0.269,26.934,0.731,Good
user_37,2024-12,241358.24,139971.91,101386.33,0.42,25.693,0.58,Good
user_191,2024-01,239740.49,182903.94,56836.55,0.237,14.259,0.763,Needs Improvement
user_191,2024-02,244136.66,154584.83,89551.84,0.367,14.714,0.633,Needs Improvement
user_191,2024-03,245700.57,179944.61,65755.96,0.268,13.309,0.732,Needs Improvement
user_191,2024-04,233120.42,191046.04,42074.37,0.18,13.827,0.82,Needs Improvement
user_191,2024-05,246093.27,197456.15,48637.13,0.198,16.161,0.802,Needs Improvement
user_191,2024-06,220396.94,180163.78,40233.16,0.183,15.14,0.817,Needs Improvement
user_191,2024-07,237049.74,163848.08,73201.66,0.309,16.046,0.691,Needs Improvement
user_191,2024-08,246507.71,176223.42,70284.29,0.285,13.35,0.715,Needs Improvement
user_191,2024-09,228219.97,165376.66,62843.31,0.275,14.61,0.725,Needs Improvement
user_191,2024-10,207475.75,194261.4,13214.35,0.064,15.686,0.936,Needs Improvement
user_191,2024-11,245296.03,175441.8,69854.23,0.285,15.357,0.715,Needs Improvement
user_191,2024-12,211138.41,207025.39,4113.02,0.019,16.208,0.981,Needs Improvement
user_62,2024-01,212525.06,155721.5,56803.56,0.267,13.852,0.733,Good
user_62,2024-02,224164.33,123246.82,100917.51,0.45,12.94,0.55,Good
user_62,2024-03,194822.43,161364.06,33458.37,0.172,14.477,0.828,Good
user_62,2024-04,220502.78,143031.25,77471.53,0.351,13.618,0.649,Good
user_62,2024-05,201647.7,122139.74,79507.97,0.394,12.646,0.606,Good
user_62,2024-06,232761.71,154476.16,78285.55,0.336,14.816,0.664,Good
user_62,2024-07,212337.24,135789.63,76547.61,0.361,14.259,0.639,Good
user_62,2024-08,217226.59,153270.68,63955.91,0.294,13.616,0.706,Good
user_62,2024-09,213777.39,158730.14,55047.25,0.257,14.113,0.743,Good
user_62,2024-10,223896.58,134870.69,89025.89,0.398,14.527,0.602,Good
user_62,2024-11,213913.86,152207.69,61706.17,0.288,13.884,0.712,Good
user_62,2024-12,215250.82,143104.59,72146.24,0.335,14.133,0.665,Good
user_23,2024-01,192112.09,166098.71,26013.38,0.135,21.039,0.865,Good
user_23,2024-02,203841.32,169402.92,34438.39,0.169,21.331,0.831,Good
user_23,2024-03,195671.4,157013.2,38658.2,0.198,22.249,0.802,Good
user_23,2024-04,185077.33,127636.04,57441.28,0.31,23.633,0.69,Good
user_23,2024-05,216528.97,169320.26,47208.7,0.218,24.134,0.782,Good
user_23,2024-06,213569.2,135334.0,78235.19,0.366,24.715,0.634,Good
user_23,2024-07,207159.57,140382.06,66777.52,0.322,24.687,0.678,Good
user_23,2024-08,200764.81,147760.19,53004.62,0.264,24.443,0.736,Good
user_23,2024-09,191259.59,136362.28,54897.31,0.287,20.885,0.713,Good
user_23,2024-10,207501.28,168573.51,38927.77,0.188,22.794,0.812,Good
user_23,2024-11,187841.54,159756.06,28085.48,0.15,22.028,0.85,Good
user_23,2024-12,211128.66,128520.24,82608.42,0.391,23.544,0.609,Good
user_142,2024-01,121940.91,83094.13,38846.78,0.319,27.454,0.681,Needs Improvement
user_142,2024-02,126674.94,82168.78,44506.16,0.351,31.393,0.649,Needs Improvement
user_142,2024-03,128166.92,82576.53,45590.4,0.356,30.479,0.644,Needs Improvement
user_142,2024-04,116436.01,70506.24,45929.77,0.394,32.429,0.606,Needs Improvement
user_142,2024-05,115702.54,84871.04,30831.5,0.266,27.977,0.734,Needs Improvement
user_142,2024-06,113407.63,77149.73,36257.9,0.32,30.583,0.68,Needs Improvement
user_142,2024-07,115951.63,71348.26,44603.37,0.385,31.661,0.615,Needs Improvement
user_142,2024-08,131140.2,79595.66,51544.54,0.393,31.803,0.607,Needs Improvement
user_142,2024-09,127702.38,65734.49,61967.89,0.485,28.961,0.515,Needs Improvement
user_142,2024-10,128219.14,86076.1,42143.05,0.329,29.947,0.671,Needs Improvement
user_142,2024-11,110571.31,75836.05,34735.26,0.314,29.497,0.686,Needs Improvement
user_142,2024-12,113766.95,76737.95,37029.0,0.325,28.178,0.675,Needs Improvement
user_102,2024-01,127183.34,93637.59,33545.74,0.264,32.062,0.736,Moderate
user_102,2024-02,131697.69,88954.43,42743.26,0.325,34.194,0.675,Moderate
user_102,2024-03,139378.64,97246.53,42132.1,0.302,30.005,0.698,Moderate
user_102,2024-04,122511.24,92514.76,29996.48,0.245,28.912,0.755,Moderate
user_102,2024-05,134547.79,98236.5,36311.3,0.27,31.951,0.73,Moderate
user_102,2024-06,121851.27,87529.36,34321.91,0.282,33.483,0.718,Moderate
user_102,2024-07,141424.1,101909.36,39514.74,0.279,29.096,0.721,Moderate
user_102,2024-08,120388.8,80081.95,40306.85,0.335,32.361,0.665,Moderate
user_102,2024-09,122774.83,91391.14,31383.69,0.256,29.571,0.744,Moderate
user_102,2024-10,144916.61,79342.21,65574.4,0.452,33.34,0.548,Moderate
user_102,2024-11,145304.01,88432.22,56871.8,0.391,28.892,0.609,Moderate
user_102,2024-12,138076.19,81692.33,56383.86,0.408,30.701,0.592,Moderate
user_34,2024-01,77109.86,31697.52,45412.35,0.589,15.324,0.411,Good
user_34,2024-02,90000.72,38377.34,51623.37,0.574,13.705,0.426,Good
user_34,2024-03,83134.0,39453.67,43680.32,0.525,15.139,0.475,Good
user_34,2024-04,78240.21,34647.13,43593.08,0.557,14.237,0.443,Good
user_34,2024-05,81964.55,34631.05,47333.49,0.577,13.945,0.423,Good
user_34,2024-06,86158.57,32428.07,53730.5,0.624,16.642,0.376,Good
user_34,2024-07,82698.18,33193.17,49505.0,0.599,16.374,0.401,Good
user_34,2024-08,80381.06,37344.58,43036.47,0.535,15.507,0.465,Good
user_34,2024-09,84124.39,35254.45,48869.94,0.581,14.998,0.419,Good
user_34,2024-10,78370.54,30858.34,47512.2,0.606,13.714,0.394,Good
user_34,2024-11,82535.82,30677.12,51858.7,0.628,14.914,0.372,Good
user_34,2024-12,87540.84,31944.0,55596.84,0.635,13.721,0.365,Good
user_12,2024-01,166855.41,102863.7,63991.71,0.384,32.796,0.616,Good
user_12,2024-02,150200.67,92108.18,58092.49,0.387,32.674,0.613,Good
user_12,2024-03,168890.03,107460.81,61429.21,0.364,27.262,0.636,Good
user_12,2024-04,162666.4,110428.13,52238.27,0.321,29.215,0.679,Good
user_12,2024-05,172635.03,91010.17,81624.87,0.473,31.419,0.527,Good
user_12,2024-06,176368.29,100874.31,75493.98,0.428,28.151,0.572,Good
user_12,2024-07,154690.06,105297.84,49392.22,0.319,28.613,0.681,Good
user_12,2024-08,174718.16,107491.05,67227.11,0.385,28.912,0.615,Good
user_12,2024-09,173330.25,88078.77,85251.48,0.492,28.872,0.508,Good
user_12,2024-10,159523.08,109646.5,49876.57,0.313,29.626,0.687,Good
user_12,2024-11,146499.47,94446.52,52052.95,0.355,32.321,0.645,Good
user_12,2024-12,160272.33,100766.55,59505.79,0.371,27.689,0.629,Good
user_195,2024-01,187575.42,123195.39,64380.03,0.343,7.19,0.657,Needs Improvement
user_195,2024-02,170213.13,158570.73,11642.41,0.068,8.008,0.932,Needs Improvement
user_195,2024-03,196239.19,127474.09,68765.1,0.35,6.975,0.65,Needs Improvement
user_195,2024-04,188783.12,140555.47,48227.65,0.255,6.733,0.745,Needs Improvement
user_195,2024-05,172774.49,130992.93,41781.55,0.242,6.819,0.758,Needs Improvement
user_195,2024-06,174515.0,139550.99,34964.01,0.2,6.875,0.8,Needs Improvement
user_195,2024-07,188375.96,153537.44,34838.51,0.185,7.622,0.815,Needs Improvement
user_195,2024-08,163003.19,148559.06,14444.12,0.089,7.056,0.911,Needs Improvement
user_195,2024-09,172437.42,131129.78,41307.64,0.24,6.809,0.76,Needs Improvement
user_195,2024-10,164552.7,125418.34,39134.36,0.238,7.005,0.762,Needs Improvement
user_195,2024-11,197529.97,126488.41,71041.56,0.36,7.227,0.64,Needs Improvement
user_195,2024-12,179713.52,123679.01,56034.51,0.312,7.831,0.688,Needs Improvement
user_160,2024-01,60724.79,56124.66,4600.12,0.076,41.335,0.924,Needs Improvement
user_160,2024-02,61707.36,46011.13,15696.23,0.254,37.854,0.746,Needs Improvement
user_160,2024-03,55435.44,57510.49,-2075.04,0.0,44.155,1.037,Needs Improvement
user_160,2024-04,60388.76,57919.53,2469.23,0.041,44.192,0.959,Needs Improvement
user_160,2024-05,64668.84,46206.55,18462.28,0.285,39.63,0.715,Needs Improvement
user_160,2024-06,56131.66,50840.65,5291.01,0.094,41.672,0.906,Needs Improvement
user_160,2024-07,55304.37,54308.99,995.37,0.018,41.063,0.982,Needs Improvement
user_160,2024-08,54341.13,55582.79,-1241.66,0.0,41.542,1.023,Needs Improvement
user_160,2024-09,56358.13,45611.77,10746.37,0.191,41.983,0.809,Needs Improvement
user_160,2024-10,65325.15,54494.46,10830.69,0.166,37.022,0.834,Needs Improvement
user_160,2024-11,62111.86,49634.59,12477.27,0.201,38.846,0.799,Needs Improvement
user_160,2024-12,61466.59,45953.0,15513.59,0.252,43.707,0.748,Needs Improvement
user_7,2024-01,191492.07,125913.53,65578.54,0.342,17.025,0.658,Good
user_7,2024-02,191577.82,135453.85,56123.97,0.293,18.13,0.707,Good
user_7,2024-03,164619.06,132523.6,32095.46,0.195,19.19,0.805,Good
user_7,2024-04,170472.38,118967.45,51504.94,0.302,16.932,0.698,Good
user_7,2024-05,196968.83,137281.15,59687.69,0.303,19.057,0.697,Good
user_7,2024-06,177760.31,114845.28,62915.02,0.354,17.027,0.646,Good
user_7,2024-07,188078.85,123090.7,64988.16,0.346,19.433,0.654,Good
user_7,2024-08,175226.73,112768.76,62457.96,0.356,18.067,0.644,Good
user_7,2024-09,175127.49,116129.55,58997.94,0.337,17.159,0.663,Good
user_7,2024-10,193184.24,119570.34,73613.9,0.381,19.442,0.619,Good
user_7,2024-11,194106.86,104356.77,89750.09,0.462,17.367,0.538,Good
user_7,2024-12,169075.44,101928.79,67146.65,0.397,16.787,0.603,Good
user_28,2024-01,223893.73,176676.99,47216.74,0.211,25.241,0.789,Good
user_28,2024-02,270128.02,195064.69,75063.33,0.278,26.433,0.722,Good
user_28,2024-03,266882.87,188591.94,78290.93,0.293,25.316,0.707,Good
user_28,2024-04,236947.38,167619.56,69327.82,0.293,26.937,0.707,Good
user_28,2024-05,269486.2,184585.3,84900.91,0.315,24.379,0.685,Good
user_28,2024-06,235495.95,188883.07,46612.89,0.198,28.196,0.802,Good
user_28,2024-07,259779.65,169636.93,90142.72,0.347,25.189,0.653,Good
user_28,2024-08,240572.35,189689.83,50882.52,0.212,27.616,0.788,Good
user_28,2024-09,255331.08,203275.61,52055.47,0.204,23.908,0.796,Good
user_28,2024-10,234455.73,199776.15,34679.58,0.148,25.827,0.852,Good
user_28,2024-11,264986.41,201949.9,63036.51,0.238,26.038,0.762,Good
user_28,2024-12,257175.57,188352.71,68822.86,0.268,27.433,0.732,Good
user_121,2024-01,112137.07,68381.18,43755.89,0.39,27.595,0.61,Moderate
user_121,2024-02,120317.48,73382.46,46935.02,0.39,30.331,0.61,Moderate
user_121,2024-03,114744.65,66218.21,48526.44,0.423,30.72,0.577,Moderate
user_121,2024-04,113597.01,69995.32,43601.69,0.384,30.245,0.616,Moderate
user_121,2024-05,107720.35,75361.08,32359.27,0.3,26.917,0.7,Moderate
user_121,2024-06,103921.38,62467.82,41453.55,0.399,29.87,0.601,Moderate
user_121,2024-07,112146.14,64405.79,47740.34,0.426,31.872,0.574,Moderate
user_121,2024-08,122157.12,63843.26,58313.86,0.477,26.946,0.523,Moderate
user_121,2024-09,116624.8,78558.37,38066.44,0.326,27.752,0.674,Moderate
user_121,2024-10,109706.22,72311.15,37395.07,0.341,31.047,0.659,Moderate
user_121,2024-11,102776.03,80731.3,22044.73,0.214,28.662,0.786,Moderate
user_121,2024-12,114397.62,71675.21,42722.41,0.373,29.249,0.627,Moderate
user_5,2024-01,122503.3,90293.99,32209.31,0.263,3.968,0.737,Good
user_5,2024-02,127152.07,93433.34,33718.73,0.265,3.703,0.735,Good
user_5,2024-03,113913.74,99627.05,14286.69,0.125,4.305,0.875,Good
user_5,2024-04,125590.39,86191.84,39398.55,0.314,3.783,0.686,Good
user_5,2024-05,118712.47,97794.59,20917.89,0.176,3.998,0.824,Good
user_5,2024-06,127942.14,93371.41,34570.73,0.27,3.711,0.73,Good
user_5,2024-07,115247.1,88002.11,27244.99,0.236,3.801,0.764,Good
user_5,2024-08,117534.68,86994.57,30540.12,0.26,3.934,0.74,Good
user_5,2024-09,121989.75,83773.03,38216.72,0.313,4.028,0.687,Good
user_5,2024-10,109877.73,100666.52,9211.21,0.084,4.051,0.916,Good
user_5,2024-11,117361.22,90389.33,26971.89,0.23,3.747,0.77,Good
user_5,2024-12,120769.96,84559.79,36210.17,0.3,4.352,0.7,Good
user_33,2024-01,181227.81,121264.39,59963.41,0.331,6.699,0.669,Good
user_33,2024-02,184629.66,105883.13,78746.53,0.427,6.445,0.573,Good
user_33,2024-03,168141.13,113426.47,54714.66,0.325,6.606,0.675,Good
user_33,2024-04,192293.6,113899.05,78394.55,0.408,6.045,0.592,Good
user_33,2024-05,174499.51,123022.95,51476.55,0.295,6.997,0.705,Good
user_33,2024-06,166978.86,127467.93,39510.93,0.237,6.387,0.763,Good
user_33,2024-07,186528.51,113809.78,72718.74,0.39,7.171,0.61,Good
user_33,2024-08,173842.46,97515.41,76327.05,0.439,6.048,0.561,Good
user_33,2024-09,188963.82,124715.5,64248.32,0.34,6.831,0.66,Good
user_33,2024-10,184436.83,110987.78,73449.05,0.398,6.347,0.602,Good
user_33,2024-11,194310.11,112356.34,81953.76,0.422,6.404,0.578,Good
user_33,2024-12,164459.24,121519.34,42939.9,0.261,6.527,0.739,Good
user_143,2024-01,139714.09,96092.38,43621.71,0.312,33.504,0.688,Needs Improvement
user_143,2024-02,116609.38,89098.49,27510.89,0.236,30.863,0.764,Needs Improvement
user_143,2024-03,120802.01,94634.95,26167.06,0.217,32.879,0.783,Needs Improvement
user_143,2024-04,117960.95,95409.71,22551.24,0.191,31.314,0.809,Needs Improvement
user_143,2024-05,115673.05,90681.38,24991.67,0.216,34.94,0.784,Needs Improvement
user_143,2024-06,133914.75,87592.81,46321.94,0.346,31.541,0.654,Needs Improvement
user_143,2024-07,134752.35,81415.51,53336.84,0.396,33.479,0.604,Needs Improvement
user_143,2024-08,137810.63,98509.83,39300.8,0.285,36.703,0.715,Needs Improvement
user_143,2024-09,126042.23,83113.6,42928.63,0.341,33.034,0.659,Needs Improvement
user_143,2024-10,117269.56,94101.11,23168.45,0.198,34.166,0.802,Needs Improvement
user_143,2024-11,126025.33,85095.29,40930.04,0.325,33.571,0.675,Needs Improvement
user_143,2024-12,115880.08,91704.48,24175.6,0.209,34.757,0.791,Needs Improvement
user_146,2024-01,237805.81,167181.63,70624.18,0.297,28.998,0.703,Needs Improvement
user_146,2024-02,225980.61,180981.27,44999.34,0.199,29.499,0.801,Needs Improvement
user_146,2024-03,223029.73,165394.47,57635.26,0.258,31.622,0.742,Needs Improvement
user_146,2024-04,225626.55,159571.97,66054.59,0.293,28.395,0.707,Needs Improvement
user_146,2024-05,252477.93,154832.53,97645.39,0.387,30.265,0.613,Needs Improvement
user_146,2024-06,232335.64,145571.0,86764.65,0.373,30.183,0.627,Needs Improvement
user_146,2024-07,218327.0,189870.35,28456.65,0.13,27.911,0.87,Needs Improvement
user_146,2024-08,252906.0,166172.3,86733.69,0.343,26.773,0.657,Needs Improvement
user_146,2024-09,250491.5,195555.92,54935.58,0.219,26.578,0.781,Needs Improvement
user_146,2024-10,252099.41,160363.36,91736.05,0.364,30.909,0.636,Needs Improvement
user_146,2024-11,250365.21,152376.75,97988.46,0.391,27.792,0.609,Needs Improvement
user_146,2024-12,243494.75,150326.07,93168.68,0.383,31.209,0.617,Needs Improvement
user_110,2024-01,91457.55,66634.72,24822.83,0.271,16.774,0.729,Moderate
user_110,2024-02,89759.58,75119.6,14639.98,0.163,17.481,0.837,Moderate
user_110,2024-03,79766.26,65268.56,14497.71,0.182,17.0,0.818,Moderate
user_110,2024-04,90484.86,63507.6,26977.26,0.298,17.138,0.702,Moderate
user_110,2024-05,92108.01,76109.55,15998.45,0.174,16.415,0.826,Moderate
user_110,2024-06,91298.87,65953.29,25345.57,0.278,17.215,0.722,Moderate
user_110,2024-07,81058.97,67761.21,13297.76,0.164,18.613,0.836,Moderate
user_110,2024-08,84121.37,56537.93,27583.44,0.328,16.639,0.672,Moderate
user_110,2024-09,95297.27,59328.65,35968.62,0.377,17.647,0.623,Moderate
user_110,2024-10,90023.57,57112.07,32911.5,0.366,16.945,0.634,Moderate
user_110,2024-11,80304.89,68049.85,12255.04,0.153,16.99,0.847,Moderate
user_110,2024-12,92789.94,59646.41,33143.53,0.357,18.106,0.643,Moderate
user_145,2024-01,259441.43,147205.46,112235.97,0.433,9.057,0.567,Good
user_145,2024-02,223237.35,161003.39,62233.96,0.279,8.968,0.721,Good
user_145,2024-03,235861.6,154984.95,80876.65,0.343,8.6,0.657,Good
user_145,2024-04,245153.37,163762.31,81391.06,0.332,9.039,0.668,Good
user_145,2024-05,231225.71,149209.84,82015.87,0.355,8.729,0.645,Good
user_145,2024-06,251623.83,151570.99,100052.84,0.398,8.838,0.602,Good
user_145,2024-07,250418.05,174517.86,75900.18,0.303,9.167,0.697,Good
user_145,2024-08,261713.8,143447.6,118266.2,0.452,8.687,0.548,Good
user_145,2024-09,246696.88,176613.29,70083.59,0.284,8.23,0.716,Good
user_145,2024-10,225823.76,185790.46,40033.3,0.177,8.212,0.823,Good
user_145,2024-11,261906.87,186167.93,75738.94,0.289,9.262,0.711,Good
user_145,2024-12,248206.25,190925.48,57280.78,0.231,8.319,0.769,Good
user_11,2024-01,92971.81,69354.44,23617.37,0.254,29.042,0.746,Good
user_11,2024-02,107031.72,77487.99,29543.73,0.276,27.008,0.724,Good
user_11,2024-03,105835.94,83202.57,22633.36,0.214,27.119,0.786,Good
user_11,2024-04,105124.83,78044.07,27080.76,0.258,28.061,0.742,Good
user_11,2024-05,109255.37,84640.36,24615.01,0.225,31.108,0.775,Good
user_11,2024-06,102974.2,70637.99,32336.21,0.314,28.31,0.686,Good
user_11,2024-07,109744.88,83598.58,26146.3,0.238,31.163,0.762,Good
user_11,2024-08,100710.04,73297.99,27412.04,0.272,31.151,0.728,Good
user_11,2024-09,96780.1,84510.02,12270.07,0.127,29.091,0.873,Good
user_11,2024-10,103477.32,73792.29,29685.03,0.287,29.289,0.713,Good
user_11,2024-11,103219.75,69206.6,34013.15,0.33,26.376,0.67,Good
user_11,2024-12,93242.94,75649.85,17593.09,0.189,26.901,0.811,Good
user_63,2024-01,55810.12,49817.19,5992.93,0.107,32.596,0.893,Good
user_63,2024-02,58288.94,48756.12,9532.83,0.164,31.522,0.836,Good
user_63,2024-03,49394.6,47362.08,2032.52,0.041,36.766,0.959,Good
user_63,2024-04,53690.46,52168.79,1521.68,0.028,32.961,0.972,Good
user_63,2024-05,50626.87,55097.08,-4470.21,0.0,33.761,1.088,Good
user_63,2024-06,53027.77,47364.13,5663.64,0.107,32.71,0.893,Good
user_63,2024-07,53670.69,43876.73,9793.96,0.182,37.772,0.818,Good
user_63,2024-08,54305.35,54736.54,-431.18,0.0,33.603,1.008,Good
user_63,2024-09,53404.81,43610.48,9794.33,0.183,37.797,0.817,Good
user_63,2024-10,54343.29,55828.25,-1484.97,0.0,32.028,1.027,Good
user_63,2024-11,50470.05,42741.45,7728.59,0.153,35.9,0.847,Good
user_63,2024-12,55812.61,55142.6,670.01,0.012,35.741,0.988,Good
user_113,2024-01,143005.27,102437.4,40567.87,0.284,16.59,0.716,Moderate
user_113,2024-02,130214.35,110315.95,19898.41,0.153,18.879,0.847,Moderate
user_113,2024-03,132100.82,110978.38,21122.44,0.16,16.336,0.84,Moderate
user_113,2024-04,134362.38,119893.57,14468.81,0.108,18.563,0.892,Moderate
user_113,2024-05,139372.08,110598.6,28773.48,0.206,18.829,0.794,Moderate
user_113,2024-06,135928.58,92021.87,43906.71,0.323,18.431,0.677,Moderate
user_113,2024-07,144535.46,114294.38,30241.08,0.209,16.503,0.791,Moderate
user_113,2024-08,151908.97,112449.03,39459.94,0.26,17.576,0.74,Moderate
user_113,2024-09,137201.49,119657.17,17544.32,0.128,18.512,0.872,Moderate
user_113,2024-10,130135.33,98749.6,31385.74,0.241,16.722,0.759,Moderate
user_113,2024-11,148775.03,101238.49,47536.54,0.32,17.747,0.68,Moderate
user_113,2024-12,151816.6,99909.7,51906.9,0.342,16.24,0.658,Moderate
user_147,2024-01,68293.1,52193.81,16099.29,0.236,25.582,0.764,Needs Improvement
user_147,2024-02,73455.52,57325.02,16130.5,0.22,24.429,0.78,Needs Improvement
user_147,2024-03,62423.24,59397.2,3026.04,0.048,22.956,0.952,Needs Improvement
user_147,2024-04,69343.24,58962.9,10380.34,0.15,23.608,0.85,Needs Improvement
user_147,2024-05,61567.44,55150.19,6417.24,0.104,25.777,0.896,Needs Improvement
user_147,2024-06,73082.33,51402.37,21679.97,0.297,24.907,0.703,Needs Improvement
user_147,2024-07,63862.76,49041.75,14821.01,0.232,24.467,0.768,Needs Improvement
user_147,2024-08,68390.66,59912.75,8477.91,0.124,26.774,0.876,Needs Improvement
user_147,2024-09,66690.82,49577.58,17113.24,0.257,24.349,0.743,Needs Improvement
user_147,2024-10,63893.01,57110.11,6782.9,0.106,26.75,0.894,Needs Improvement
user_147,2024-11,68429.23,58209.14,10220.09,0.149,22.685,0.851,Needs Improvement
user_147,2024-12,71352.06,50571.01,20781.05,0.291,25.905,0.709,Needs Improvement
user_167,2024-01,51775.41,46970.08,4805.33,0.093,34.393,0.907,Good
user_167,2024-02,45548.06,41441.36,4106.7,0.09,36.008,0.91,Good
user_167,2024-03,45737.75,45788.95,-51.2,0.0,34.259,1.001,Good
user_167,2024-04,45629.52,43855.68,1773.84,0.039,37.659,0.961,Good
user_167,2024-05,45284.07,38918.73,6365.34,0.141,37.911,0.859,Good
user_167,2024-06,53726.92,38717.33,15009.59,0.279,32.842,0.721,Good
user_167,2024-07,49875.52,41032.14,8843.38,0.177,31.967,0.823,Good
user_167,2024-08,51549.55,43374.72,8174.83,0.159,36.321,0.841,Good
user_167,2024-09,51538.68,46181.3,5357.38,0.104,34.637,0.896,Good
user_167,2024-10,50973.02,38713.69,12259.33,0.241,36.318,0.759,Good
user_167,2024-11,47172.83,44349.63,2823.2,0.06,34.301,0.94,Good
user_167,2024-12,47833.05,35490.55,12342.5,0.258,36.557,0.742,Good
user_1,2024-01,107604.71,69376.23,38228.48,0.355,11.031,0.645,Good
user_1,2024-02,103306.18,73550.42,29755.76,0.288,11.108,0.712,Good
user_1,2024-03,105160.89,70359.68,34801.21,0.331,11.575,0.669,Good
user_1,2024-04,98124.33,61981.91,36142.42,0.368,10.918,0.632,Good
user_1,2024-05,95790.26,63400.66,32389.59,0.338,10.148,0.662,Good
user_1,2024-06,92059.43,70017.1,22042.33,0.239,11.264,0.761,Good
user_1,2024-07,89840.47,68656.31,21184.16,0.236,11.621,0.764,Good
user_1,2024-08,99598.97,68278.92,31320.05,0.314,12.066,0.686,Good
user_1,2024-09,109246.88,62041.36,47205.52,0.432,12.129,0.568,Good
user_1,2024-10,108232.79,75697.86,32534.92,0.301,11.356,0.699,Good
user_1,2024-11,98913.5,77525.54,21387.96,0.216,10.434,0.784,Good
user_1,2024-12,93112.19,67600.42,25511.77,0.274,11.46,0.726,Good
user_199,2024-01,161429.22,126461.49,34967.73,0.217,24.67,0.783,Needs Improvement
user_199,2024-02,171418.45,114208.9,57209.55,0.334,20.415,0.666,Needs Improvement
user_199,2024-03,188319.16,116760.28,71558.88,0.38,24.606,0.62,Needs Improvement
